National Communication Categories,SG Source Sector,CCP mapping,IPCC,SourceName,Pollutant,EmissionYear,Emissions (MtCO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CO2,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,BaseYear,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,1999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B8f_Carbon_black_production,Chemical industry - carbon black,CH4,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,BaseYear,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,1999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9a1_Fluorchemical_production:By-product_emissions,Halocarbons production - by-product,HFCs,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,BaseYear,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,1999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2B9b3_Fluorchemical_production:Fugitive_emissions,Halocarbons production - fugitive,PFCs,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,BaseYear,0.018256232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,1990,0.018256232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,1999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Basic oxygen furnaces,CO2,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,BaseYear,0.00232972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,1990,0.00232972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,1995,0.000191202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,1998,0.000218756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,1999,0.000133029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2000,0.000153742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2001,0.000158617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2002,0.00015997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2003,0.00015364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2004,7.40667E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2005,7.40667E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2006,7.40667E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2007,7.40667E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2008,7.40667E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CO2,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CH4,BaseYear,7.22021E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CH4,1990,7.22021E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial processes,Business and Industrial Process,Industry,2C1a_Steel,Electric arc furnaces,CH4,1995,6.20786E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
